Order_ID,Customer_ID,Order_Date,Required_Delivery_Date,Actual_Delivery_Date,Delay_Days,Shipping_Cost,Contract_Grace_Period_Days,Warehouse_Location,Distance_to_Warehouse_km,Is_Complained,Complaint_Reason
ORD-102385,B2B-70992,2026-01-26 01:55:47,2026-02-03 01:55:47,2026-02-03 01:55:47,0,51.14,7,Melbourne,154.1,0.0,
ORD-102386,B2B-37533,2026-06-14 04:10:12,2026-06-22 04:10:12,2026-06-22 04:10:12,0,85.28,3,Melbourne,626.0,0.0,
ORD-102387,B2B-13363,2025-11-25 16:57:55,2025-12-08 16:57:55,2025-12-08 16:57:55,0,65.94,3,Perth,167.98,0.0,
ORD-102388,B2B-16506,2026-03-14 19:31:38,2026-03-26 19:31:38,2026-03-28 19:31:38,2,74.27,3,Brisbane,422.23,0.0,
ORD-102389,B2B-67047,2026-05-22 13:23:08,2026-05-31 13:23:08,2026-05-31 13:23:08,0,63.53,3,Brisbane,131.63,0.0,
ORD-102390,B2B-58025,2026-07-24 06:50:20,2026-08-03 06:50:20,2026-08-01 06:50:20,-2,61.97,3,Melbourne,333.8,0.0,
ORD-102391,B2B-87026,2025-12-06 05:42:47,2025-12-20 05:42:47,2025-12-20 05:42:47,0,65.05,3,Melbourne,149.38,0.0,
ORD-102392,B2B-1575,2026-04-25 13:44:10,2026-05-08 13:44:10,2026-05-08 13:44:10,0,56.25,3,Adelaide,313.76,0.0,
ORD-102393,B2B-68212,2025-09-07 21:04:58,2025-09-20 21:04:58,2025-09-17 21:04:58,-3,43.71,3,Adelaide,41.47,0.0,
ORD-102394,B2B-84982,2026-01-25 05:37:56,2026-02-06 05:37:56,2026-02-06 05:37:56,0,51.59,3,Adelaide,168.92,0.0,
ORD-102395,B2B-19617,2025-09-11 19:09:04,2025-09-23 19:09:04,2025-09-20 19:09:04,-3,87.44,7,Adelaide,408.26,0.0,
ORD-102396,B2B-40989,2026-04-22 21:48:34,2026-05-03 21:48:34,2026-05-05 21:48:34,2,67.2,7,Perth,252.61,0.0,
ORD-102397,B2B-46396,2026-06-18 09:42:41,2026-06-25 09:42:41,2026-06-25 09:42:41,0,65.83,7,Adelaide,251.37,0.0,
ORD-102398,B2B-87928,2025-08-18 06:10:41,2025-08-31 06:10:41,2025-08-31 06:10:41,0,52.66,3,Perth,293.15,0.0,
ORD-102399,B2B-8713,2026-05-19 12:21:59,2026-06-02 12:21:59,2026-06-02 12:21:59,0,45.95,3,Perth,254.25,0.0,
ORD-102400,B2B-84982,2026-02-07 04:04:51,2026-02-15 04:04:51,2026-02-15 04:04:51,0,77.89,3,Adelaide,168.92,0.0,
ORD-102401,B2B-5208,2025-12-05 04:24:17,2025-12-13 04:24:17,2025-12-13 04:24:17,0,76.03,3,Brisbane,483.35,0.0,
ORD-102402,B2B-30703,2026-06-04 23:47:17,2026-06-13 23:47:17,2026-06-14 23:47:17,1,57.66,3,Brisbane,215.86,0.0,
ORD-102403,B2B-2258,2025-10-30 13:33:11,2025-11-10 13:33:11,2025-11-08 13:33:11,-2,70.38,3,Brisbane,331.68,0.0,
ORD-102404,B2B-64472,2026-04-20 05:35:12,2026-04-28 05:35:12,2026-04-30 05:35:12,2,61.24,3,Melbourne,409.98,0.0,
ORD-102405,B2B-13926,2026-02-22 04:14:17,2026-03-02 04:14:17,2026-03-05 04:14:17,3,92.41,3,Brisbane,662.59,1.0,Late Delivery
ORD-102406,B2B-79786,2026-03-12 19:02:02,2026-03-20 19:02:02,2026-03-19 19:02:02,-1,96.18,7,Melbourne,588.46,0.0,
ORD-102407,B2B-26090,2025-10-29 04:12:37,2025-11-12 04:12:37,2025-11-12 04:12:37,0,83.11,7,Melbourne,685.13,0.0,
ORD-102408,B2B-89062,2026-04-13 10:37:33,2026-04-26 10:37:33,2026-04-23 10:37:33,-3,53.86,7,Perth,129.41,0.0,
ORD-102409,B2B-41910,2025-12-06 05:24:03,2025-12-17 05:24:03,2025-12-17 05:24:03,0,75.41,3,Brisbane,191.25,0.0,
ORD-102410,B2B-10603,2025-09-02 06:44:29,2025-09-12 06:44:29,2025-09-14 06:44:29,2,90.51,3,Brisbane,792.16,0.0,
ORD-102411,B2B-39956,2026-05-15 06:18:33,2026-05-22 06:18:33,2026-05-22 06:18:33,0,56.45,3,Brisbane,298.72,0.0,
ORD-102412,B2B-9589,2026-05-10 02:47:45,2026-05-17 02:47:45,2026-05-17 02:47:45,0,90.78,3,Brisbane,646.64,0.0,
ORD-102413,B2B-30192,2025-12-31 12:18:16,2026-01-12 12:18:16,2026-01-14 12:18:16,2,77.3,7,Melbourne,660.18,0.0,
ORD-102414,B2B-41869,2025-09-22 19:49:00,2025-10-03 19:49:00,2025-10-02 19:49:00,-1,84.37,7,Brisbane,608.63,0.0,
ORD-102415,B2B-56126,2026-03-25 11:31:57,2026-04-02 11:31:57,2026-04-02 11:31:57,0,70.67,3,Adelaide,432.51,0.0,
ORD-102416,B2B-54945,2026-04-03 15:36:38,2026-04-14 15:36:38,2026-04-14 15:36:38,0,72.06,7,Brisbane,251.33,0.0,
ORD-102417,B2B-89921,2025-09-12 21:55:02,2025-09-19 21:55:02,2025-09-19 21:55:02,0,59.59,7,Perth,329.39,0.0,
ORD-102418,B2B-52522,2025-09-29 08:25:47,2025-10-08 08:25:47,2025-10-07 08:25:47,-1,69.7,3,Melbourne,313.94,0.0,
ORD-102419,B2B-5208,2025-11-07 08:22:17,2025-11-15 08:22:17,2025-11-14 08:22:17,-1,61.6,3,Brisbane,483.35,0.0,
ORD-102420,B2B-1715,2026-02-13 12:06:48,2026-02-23 12:06:48,2026-02-19 12:06:48,-4,76.98,7,Melbourne,321.45,0.0,
ORD-102421,B2B-76481,2025-08-29 10:56:31,2025-09-10 10:56:31,2025-09-09 10:56:31,-1,56.64,3,Melbourne,188.56,0.0,
ORD-102422,B2B-9933,2026-01-08 10:47:22,2026-01-16 10:47:22,2026-01-17 10:47:22,1,61.33,7,Adelaide,318.11,1.0,Customer Service
ORD-102423,B2B-90351,2025-10-26 18:53:24,2025-11-05 18:53:24,2025-11-05 18:53:24,0,70.64,7,Perth,64.85,0.0,
ORD-102424,B2B-18221,2026-05-15 12:43:14,2026-05-25 12:43:14,2026-05-25 12:43:14,0,67.89,3,Perth,348.44,0.0,
ORD-102425,B2B-69495,2026-05-31 22:49:34,2026-06-10 22:49:34,2026-06-10 22:49:34,0,53.14,3,Adelaide,147.01,0.0,
ORD-102426,B2B-99547,2026-03-21 17:22:05,2026-03-30 17:22:05,2026-04-02 17:22:05,3,58.02,3,Perth,179.33,0.0,
ORD-102427,B2B-12858,2026-04-01 03:23:15,2026-04-10 03:23:15,2026-04-05 03:23:15,-5,62.85,7,Brisbane,294.08,0.0,
ORD-102428,B2B-29283,2025-10-23 14:23:23,2025-11-02 14:23:23,2025-11-02 14:23:23,0,60.57,3,Perth,334.32,0.0,
ORD-102429,B2B-56992,2025-10-12 03:37:54,2025-10-22 03:37:54,2025-10-22 03:37:54,0,62.1,3,Brisbane,164.68,0.0,
ORD-102430,B2B-6492,2025-09-26 01:08:15,2025-10-03 01:08:15,2025-10-05 01:08:15,2,57.9,3,Brisbane,348.96,0.0,
ORD-102431,B2B-57541,2025-10-25 05:32:41,2025-11-02 05:32:41,2025-11-01 05:32:41,-1,76.86,3,Brisbane,338.12,0.0,
ORD-102432,B2B-4952,2025-11-09 13:40:13,2025-11-21 13:40:13,2025-11-20 13:40:13,-1,68.32,3,Brisbane,366.81,0.0,
ORD-102433,B2B-31938,2026-04-30 12:20:38,2026-05-14 12:20:38,2026-05-13 12:20:38,-1,79.99,3,Melbourne,430.15,0.0,
ORD-102434,B2B-24194,2025-12-28 01:06:52,2026-01-10 01:06:52,2026-01-09 01:06:52,-1,60.32,7,Melbourne,142.61,0.0,
ORD-102435,B2B-23833,2025-12-23 00:51:30,2025-12-31 00:51:30,2026-01-04 00:51:30,4,70.83,3,Melbourne,421.56,1.0,Late Delivery
ORD-102436,B2B-67244,2025-08-30 04:28:10,2025-09-09 04:28:10,2025-09-09 04:28:10,0,90.42,3,Brisbane,698.62,0.0,
ORD-102437,B2B-57908,2026-05-29 15:50:06,2026-06-11 15:50:06,2026-06-11 15:50:06,0,66.46,3,Brisbane,246.06,0.0,
ORD-102438,B2B-96332,2025-10-12 06:07:59,2025-10-20 06:07:59,2025-10-16 06:07:59,-4,64.17,3,Brisbane,296.44,0.0,
ORD-102439,B2B-75299,2026-06-25 18:30:15,2026-07-04 18:30:15,2026-07-02 18:30:15,-2,56.89,3,Brisbane,418.34,0.0,
ORD-102440,B2B-42643,2025-11-29 18:36:48,2025-12-07 18:36:48,2025-12-05 18:36:48,-2,73.1,3,Brisbane,334.58,0.0,
ORD-102441,B2B-55596,2026-03-08 13:29:36,2026-03-19 13:29:36,2026-03-19 13:29:36,0,63.18,3,Brisbane,37.19,0.0,
ORD-102442,B2B-99784,2025-09-29 02:09:18,2025-10-10 02:09:18,2025-10-13 02:09:18,3,51.96,3,Adelaide,213.77,0.0,
ORD-102443,B2B-19595,2026-06-06 03:49:41,2026-06-17 03:49:41,2026-06-18 03:49:41,1,56.69,7,Brisbane,342.82,0.0,
ORD-102444,B2B-77661,2026-04-05 08:15:14,2026-04-18 08:15:14,2026-04-16 08:15:14,-2,110.32,3,Melbourne,852.66,0.0,
ORD-102445,B2B-74692,2025-09-02 10:43:26,2025-09-16 10:43:26,2025-09-16 10:43:26,0,71.3,3,Melbourne,309.02,0.0,
ORD-102446,B2B-74836,2025-11-28 22:00:14,2025-12-06 22:00:14,2025-12-07 22:00:14,1,53.23,3,Adelaide,437.22,0.0,
ORD-102447,B2B-58522,2025-09-17 17:37:10,2025-09-28 17:37:10,2025-09-26 17:37:10,-2,66.9,3,Melbourne,613.4,0.0,
ORD-102448,B2B-17750,2026-04-03 05:21:49,2026-04-15 05:21:49,2026-04-13 05:21:49,-2,63.0,3,Perth,179.54,0.0,
ORD-102449,B2B-52738,2026-07-11 21:45:16,2026-07-25 21:45:16,2026-07-28 21:45:16,3,103.6,3,Brisbane,826.49,1.0,Late Delivery
ORD-102450,B2B-56126,2025-12-30 16:49:04,2026-01-07 16:49:04,2026-01-06 16:49:04,-1,69.52,3,Adelaide,432.51,0.0,
ORD-102451,B2B-69617,2025-12-18 21:26:17,2026-01-01 21:26:17,2026-01-01 21:26:17,0,93.59,7,Melbourne,439.75,0.0,
ORD-102452,B2B-56560,2026-07-27 09:40:29,2026-08-05 09:40:29,2026-08-08 09:40:29,3,57.49,3,Brisbane,103.28,0.0,
ORD-102453,B2B-14205,2025-09-06 20:56:48,2025-09-19 20:56:48,2025-09-15 20:56:48,-4,67.75,7,Melbourne,93.91,0.0,
ORD-102454,B2B-76363,2026-01-26 06:28:20,2026-02-05 06:28:20,2026-02-05 06:28:20,0,73.09,7,Melbourne,555.75,0.0,
ORD-102455,B2B-2773,2026-04-26 19:41:34,2026-05-04 19:41:34,2026-05-10 19:41:34,6,73.47,3,Perth,223.95,1.0,Late Delivery
ORD-102456,B2B-32334,2025-12-12 07:29:50,2025-12-22 07:29:50,2025-12-23 07:29:50,1,66.71,3,Perth,496.63,0.0,
ORD-102457,B2B-54971,2026-02-19 05:15:07,2026-02-27 05:15:07,2026-03-01 05:15:07,2,57.13,7,Brisbane,147.06,0.0,
ORD-102458,B2B-8853,2025-10-10 21:34:01,2025-10-24 21:34:01,2025-10-20 21:34:01,-4,67.41,7,Melbourne,432.38,0.0,
ORD-102459,B2B-76983,2026-06-01 23:19:08,2026-06-08 23:19:08,2026-06-08 23:19:08,0,74.35,7,Brisbane,167.27,0.0,
ORD-102460,B2B-45330,2026-06-16 15:02:00,2026-06-30 15:02:00,2026-06-28 15:02:00,-2,45.2,3,Brisbane,371.39,0.0,
ORD-102461,B2B-21199,2025-09-08 09:22:10,2025-09-15 09:22:10,2025-09-14 09:22:10,-1,75.37,3,Adelaide,136.6,0.0,
ORD-102462,B2B-39539,2025-12-13 02:18:29,2025-12-22 02:18:29,2025-12-24 02:18:29,2,69.14,3,Brisbane,614.75,0.0,
ORD-102463,B2B-36771,2025-08-19 12:22:20,2025-09-02 12:22:20,2025-09-06 12:22:20,4,70.02,3,Brisbane,443.33,1.0,Late Delivery
ORD-102464,B2B-72918,2026-05-30 19:48:37,2026-06-12 19:48:37,2026-06-13 19:48:37,1,56.56,3,Brisbane,181.99,0.0,
ORD-102465,B2B-33897,2026-06-26 02:19:36,2026-07-05 02:19:36,2026-07-10 02:19:36,5,56.38,7,Melbourne,555.88,0.0,
ORD-102466,B2B-39956,2026-07-11 00:37:11,2026-07-23 00:37:11,2026-07-23 00:37:11,0,71.17,3,Brisbane,298.72,0.0,
ORD-102467,B2B-83884,2026-03-07 17:08:51,2026-03-16 17:08:51,2026-03-19 17:08:51,3,50.59,7,Perth,339.04,0.0,
ORD-102468,B2B-41910,2025-08-30 11:35:17,2025-09-08 11:35:17,2025-09-08 11:35:17,0,60.95,3,Brisbane,191.25,0.0,
ORD-102469,B2B-5107,2026-06-13 11:44:16,2026-06-20 11:44:16,2026-06-20 11:44:16,0,86.54,7,Brisbane,521.23,0.0,
ORD-102470,B2B-99480,2026-04-30 21:30:50,2026-05-10 21:30:50,2026-05-10 21:30:50,0,69.32,3,Perth,448.58,0.0,
ORD-102471,B2B-81641,2026-06-22 05:13:49,2026-07-01 05:13:49,2026-07-07 05:13:49,6,69.13,3,Melbourne,298.87,1.0,Late Delivery
ORD-102472,B2B-49044,2026-02-12 00:44:57,2026-02-22 00:44:57,2026-02-25 00:44:57,3,99.23,7,Brisbane,662.08,0.0,
ORD-102473,B2B-99045,2026-02-04 12:33:58,2026-02-11 12:33:58,2026-02-05 12:33:58,-6,76.59,3,Melbourne,685.6,0.0,
ORD-102474,B2B-39734,2026-02-14 15:22:53,2026-02-25 15:22:53,2026-02-23 15:22:53,-2,85.75,3,Melbourne,599.79,0.0,
ORD-102475,B2B-50991,2025-10-11 12:42:53,2025-10-20 12:42:53,2025-10-25 12:42:53,5,56.55,3,Adelaide,152.72,1.0,Late Delivery
ORD-102476,B2B-55930,2026-07-19 17:37:13,2026-08-01 17:37:13,2026-08-02 17:37:13,1,79.08,3,Adelaide,264.74,1.0,Customer Service
ORD-102477,B2B-76481,2025-08-20 13:59:15,2025-09-02 13:59:15,2025-09-03 13:59:15,1,54.77,3,Melbourne,188.56,0.0,
ORD-102478,B2B-68135,2025-08-31 08:12:44,2025-09-07 08:12:44,2025-09-10 08:12:44,3,87.46,7,Brisbane,706.94,0.0,
ORD-102479,B2B-90351,2026-01-06 06:07:37,2026-01-16 06:07:37,2026-01-14 06:07:37,-2,47.81,7,Perth,64.85,0.0,
ORD-102480,B2B-16829,2025-12-13 23:10:25,2025-12-27 23:10:25,2025-12-25 23:10:25,-2,53.54,3,Melbourne,128.6,0.0,
ORD-102481,B2B-33897,2026-05-23 16:11:49,2026-06-04 16:11:49,2026-06-04 16:11:49,0,75.86,7,Melbourne,555.88,0.0,
ORD-102482,B2B-75395,2025-08-04 12:45:13,2025-08-11 12:45:13,2025-08-09 12:45:13,-2,43.08,7,Brisbane,95.08,0.0,
ORD-102483,B2B-27599,2026-01-12 18:08:17,2026-01-20 18:08:17,2026-01-20 18:08:17,0,86.89,3,Brisbane,705.12,0.0,
ORD-102484,B2B-42372,2026-07-04 21:11:45,2026-07-12 21:11:45,2026-07-13 21:11:45,1,59.14,3,Melbourne,306.08,0.0,
ORD-102485,B2B-89458,2025-09-30 21:39:41,2025-10-10 21:39:41,2025-10-10 21:39:41,0,68.98,7,Adelaide,169.02,0.0,
ORD-102486,B2B-70465,2026-04-23 21:38:32,2026-05-01 21:38:32,2026-05-04 21:38:32,3,75.14,3,Melbourne,465.9,0.0,
ORD-102487,B2B-83562,2026-02-28 09:53:10,2026-03-11 09:53:10,2026-03-08 09:53:10,-3,90.38,7,Brisbane,229.29,0.0,
ORD-102488,B2B-96173,2026-06-25 22:44:41,2026-07-04 22:44:41,2026-07-05 22:44:41,1,61.39,3,Melbourne,452.85,0.0,
ORD-102489,B2B-30067,2026-02-04 14:14:13,2026-02-14 14:14:13,2026-02-14 14:14:13,0,48.11,7,Brisbane,209.94,0.0,
ORD-102490,B2B-12172,2025-10-01 14:50:41,2025-10-10 14:50:41,2025-10-12 14:50:41,2,63.22,7,Brisbane,499.33,0.0,
ORD-102491,B2B-71568,2025-08-08 12:06:34,2025-08-16 12:06:34,2025-08-17 12:06:34,1,64.46,3,Perth,305.9,0.0,
ORD-102492,B2B-58522,2026-04-12 08:09:22,2026-04-22 08:09:22,2026-04-28 08:09:22,6,66.68,3,Melbourne,613.4,1.0,Late Delivery
ORD-102493,B2B-23833,2026-04-28 14:20:12,2026-05-10 14:20:12,2026-05-12 14:20:12,2,73.44,3,Melbourne,421.56,1.0,Late Delivery
ORD-102494,B2B-11265,2025-08-15 12:50:51,2025-08-23 12:50:51,2025-08-21 12:50:51,-2,55.21,3,Brisbane,241.54,0.0,
ORD-102495,B2B-30729,2026-05-19 15:03:36,2026-06-01 15:03:36,2026-06-04 15:03:36,3,90.56,3,Melbourne,556.38,0.0,
ORD-102496,B2B-88998,2026-03-10 17:44:25,2026-03-24 17:44:25,2026-03-24 17:44:25,0,94.59,3,Brisbane,653.07,0.0,
ORD-102497,B2B-36874,2026-04-02 07:09:55,2026-04-15 07:09:55,2026-04-17 07:09:55,2,76.97,3,Brisbane,580.4,0.0,
ORD-102498,B2B-57908,2025-12-28 05:22:31,2026-01-08 05:22:31,2026-01-09 05:22:31,1,46.26,3,Brisbane,246.06,0.0,
ORD-102499,B2B-73790,2026-01-01 03:25:26,2026-01-08 03:25:26,2026-01-08 03:25:26,0,57.24,3,Melbourne,354.4,0.0,
ORD-102500,B2B-96173,2026-06-26 21:19:49,2026-07-09 21:19:49,2026-07-11 21:19:49,2,75.91,3,Melbourne,452.85,0.0,
ORD-102501,B2B-20256,2026-07-26 22:58:44,2026-08-03 22:58:44,2026-08-03 22:58:44,0,41.57,3,Adelaide,276.38,0.0,
ORD-102502,B2B-58252,2025-08-20 19:08:18,2025-09-01 19:08:18,2025-09-02 19:08:18,1,61.53,3,Melbourne,190.25,1.0,Late Delivery
ORD-102503,B2B-99105,2026-04-16 18:24:03,2026-04-27 18:24:03,2026-04-27 18:24:03,0,76.75,3,Brisbane,503.69,0.0,
ORD-102504,B2B-79534,2025-12-13 17:50:44,2025-12-23 17:50:44,2025-12-23 17:50:44,0,71.5,3,Melbourne,248.84,0.0,
ORD-102505,B2B-33897,2025-10-02 17:05:16,2025-10-13 17:05:16,2025-10-11 17:05:16,-2,79.96,7,Melbourne,555.88,0.0,
ORD-102506,B2B-8916,2025-12-29 18:29:25,2026-01-05 18:29:25,2026-01-09 18:29:25,4,60.9,3,Adelaide,335.64,1.0,Late Delivery
ORD-102507,B2B-55272,2026-06-01 20:07:42,2026-06-12 20:07:42,2026-06-12 20:07:42,0,72.97,7,Brisbane,344.57,0.0,
ORD-102508,B2B-58412,2026-05-22 17:52:42,2026-06-01 17:52:42,2026-06-01 17:52:42,0,82.32,7,Adelaide,543.27,0.0,
ORD-102509,B2B-93543,2026-02-12 01:47:04,2026-02-26 01:47:04,2026-02-26 01:47:04,0,85.68,7,Adelaide,576.39,0.0,
ORD-102510,B2B-71321,2026-05-19 14:23:45,2026-05-29 14:23:45,2026-06-02 14:23:45,4,72.46,7,Melbourne,460.1,0.0,
ORD-102511,B2B-74692,2026-03-26 13:16:34,2026-04-09 13:16:34,2026-04-11 13:16:34,2,73.63,3,Melbourne,309.02,0.0,
ORD-102512,B2B-2773,2025-09-28 05:18:01,2025-10-05 05:18:01,2025-10-03 05:18:01,-2,83.06,3,Perth,223.95,0.0,
ORD-102513,B2B-63735,2026-06-29 17:56:35,2026-07-12 17:56:35,2026-07-11 17:56:35,-1,47.65,3,Brisbane,225.01,0.0,
ORD-102514,B2B-38648,2026-04-25 03:58:30,2026-05-08 03:58:30,2026-05-07 03:58:30,-1,45.95,3,Brisbane,104.04,0.0,
ORD-102515,B2B-14570,2026-01-24 22:57:55,2026-02-05 22:57:55,2026-02-06 22:57:55,1,77.49,3,Brisbane,633.84,1.0,Late Delivery
ORD-102516,B2B-40012,2025-11-21 05:47:02,2025-11-28 05:47:02,2025-11-28 05:47:02,0,48.54,7,Adelaide,70.68,0.0,
ORD-102517,B2B-44861,2025-09-16 04:11:40,2025-09-25 04:11:40,2025-09-21 04:11:40,-4,73.96,3,Perth,329.47,0.0,
ORD-102518,B2B-6337,2025-09-25 18:26:35,2025-10-04 18:26:35,2025-10-04 18:26:35,0,73.3,7,Melbourne,362.09,0.0,
ORD-102519,B2B-76363,2026-04-13 12:43:11,2026-04-23 12:43:11,2026-04-23 12:43:11,0,74.83,7,Melbourne,555.75,0.0,
ORD-102520,B2B-80146,2025-10-17 01:26:47,2025-10-29 01:26:47,2025-10-29 01:26:47,0,74.35,7,Melbourne,723.44,0.0,
ORD-102521,B2B-88506,2025-08-13 04:01:17,2025-08-20 04:01:17,2025-08-18 04:01:17,-2,48.43,3,Adelaide,379.24,0.0,
ORD-102522,B2B-82260,2026-05-16 12:04:45,2026-05-30 12:04:45,2026-05-30 12:04:45,0,84.1,7,Melbourne,634.11,0.0,
ORD-102523,B2B-14370,2025-10-17 18:40:09,2025-10-31 18:40:09,2025-11-02 18:40:09,2,74.33,7,Brisbane,314.39,0.0,
ORD-102524,B2B-21199,2026-01-06 06:39:16,2026-01-17 06:39:16,2026-01-14 06:39:16,-3,55.33,3,Adelaide,136.6,0.0,
ORD-102525,B2B-57908,2026-02-07 12:32:42,2026-02-16 12:32:42,2026-02-16 12:32:42,0,67.48,3,Brisbane,246.06,0.0,
ORD-102526,B2B-42934,2026-04-08 12:28:13,2026-04-20 12:28:13,2026-04-21 12:28:13,1,81.11,3,Brisbane,637.56,0.0,
ORD-102527,B2B-21541,2026-01-04 13:10:51,2026-01-17 13:10:51,2026-01-20 13:10:51,3,43.78,3,Adelaide,112.75,1.0,Late Delivery
ORD-102528,B2B-1563,2025-08-02 14:42:49,2025-08-10 14:42:49,2025-08-10 14:42:49,0,68.63,3,Adelaide,182.02,0.0,
ORD-102529,B2B-53943,2026-01-07 19:32:46,2026-01-15 19:32:46,2026-01-13 19:32:46,-2,79.58,3,Melbourne,648.98,0.0,
ORD-102530,B2B-72765,2025-08-17 13:21:43,2025-08-27 13:21:43,2025-08-29 13:21:43,2,92.23,3,Melbourne,873.91,0.0,
ORD-102531,B2B-29290,2025-10-10 15:21:48,2025-10-21 15:21:48,2025-10-25 15:21:48,4,74.06,7,Melbourne,739.67,1.0,Late Delivery
ORD-102532,B2B-15993,2026-02-23 14:03:00,2026-03-06 14:03:00,2026-03-06 14:03:00,0,71.7,3,Brisbane,270.48,0.0,
ORD-102533,B2B-41761,2025-12-02 18:51:36,2025-12-09 18:51:36,2025-12-09 18:51:36,0,71.77,3,Adelaide,248.81,0.0,
ORD-102534,B2B-44951,2026-05-17 11:11:34,2026-05-29 11:11:34,2026-05-31 11:11:34,2,97.63,3,Melbourne,832.42,0.0,
ORD-102535,B2B-35688,2026-05-16 06:08:54,2026-05-28 06:08:54,2026-05-28 06:08:54,0,72.36,7,Adelaide,329.31,0.0,
ORD-102536,B2B-14161,2026-03-29 15:29:24,2026-04-06 15:29:24,2026-04-08 15:29:24,2,48.78,3,Perth,220.42,0.0,
ORD-102537,B2B-2773,2026-05-29 20:23:39,2026-06-06 20:23:39,2026-06-06 20:23:39,0,63.96,3,Perth,223.95,0.0,
ORD-102538,B2B-43536,2025-11-12 10:04:26,2025-11-19 10:04:26,2025-11-17 10:04:26,-2,83.49,3,Melbourne,599.85,0.0,
ORD-102539,B2B-36874,2025-09-22 05:19:46,2025-10-02 05:19:46,2025-10-02 05:19:46,0,82.93,3,Brisbane,580.4,0.0,
ORD-102540,B2B-57435,2026-01-04 05:07:43,2026-01-14 05:07:43,2026-01-11 05:07:43,-3,60.77,3,Perth,293.3,0.0,
ORD-102541,B2B-68919,2026-04-21 22:42:22,2026-05-04 22:42:22,2026-05-05 22:42:22,1,52.22,7,Adelaide,182.23,0.0,
ORD-102542,B2B-54971,2025-12-17 00:04:53,2025-12-28 00:04:53,2025-12-30 00:04:53,2,59.08,7,Brisbane,147.06,0.0,
ORD-102543,B2B-97825,2025-10-05 06:31:29,2025-10-19 06:31:29,2025-10-14 06:31:29,-5,68.36,3,Brisbane,371.6,0.0,
ORD-102544,B2B-55930,2026-01-22 13:46:09,2026-02-04 13:46:09,2026-02-02 13:46:09,-2,81.5,3,Adelaide,264.74,0.0,
ORD-102545,B2B-44951,2025-10-22 03:07:53,2025-11-05 03:07:53,2025-11-04 03:07:53,-1,80.41,3,Melbourne,832.42,0.0,
ORD-102546,B2B-13926,2025-11-12 13:49:21,2025-11-20 13:49:21,2025-11-16 13:49:21,-4,95.78,3,Brisbane,662.59,0.0,
ORD-102547,B2B-57426,2025-08-15 21:19:31,2025-08-27 21:19:31,2025-08-26 21:19:31,-1,69.43,7,Melbourne,498.84,0.0,
ORD-102548,B2B-97276,2025-08-02 13:53:12,2025-08-11 13:53:12,2025-08-12 13:53:12,1,48.11,3,Brisbane,198.51,0.0,
ORD-102549,B2B-52522,2026-03-19 19:52:49,2026-03-31 19:52:49,2026-03-28 19:52:49,-3,55.29,3,Melbourne,313.94,0.0,
ORD-102550,B2B-73790,2026-06-10 16:43:17,2026-06-23 16:43:17,2026-06-25 16:43:17,2,68.42,3,Melbourne,354.4,0.0,
ORD-102551,B2B-70408,2025-11-17 07:52:26,2025-11-24 07:52:26,2025-11-26 07:52:26,2,71.37,3,Brisbane,324.91,0.0,
ORD-102552,B2B-80380,2025-11-10 09:49:12,2025-11-20 09:49:12,2025-11-19 09:49:12,-1,80.37,3,Adelaide,545.83,0.0,
ORD-102553,B2B-56992,2026-07-15 02:06:55,2026-07-28 02:06:55,2026-07-28 02:06:55,0,67.67,3,Brisbane,164.68,0.0,
ORD-102554,B2B-34548,2025-09-11 09:44:44,2025-09-25 09:44:44,2025-09-29 09:44:44,4,67.66,7,Melbourne,666.29,0.0,
ORD-102555,B2B-89062,2026-04-11 20:36:58,2026-04-19 20:36:58,2026-04-18 20:36:58,-1,63.67,7,Perth,129.41,0.0,
ORD-102556,B2B-11884,2025-09-27 03:09:48,2025-10-07 03:09:48,2025-10-05 03:09:48,-2,83.37,3,Brisbane,732.96,0.0,
ORD-102557,B2B-9933,2025-09-14 16:52:28,2025-09-22 16:52:28,2025-09-22 16:52:28,0,67.12,7,Adelaide,318.11,0.0,
ORD-102558,B2B-532,2025-11-05 03:16:27,2025-11-16 03:16:27,2025-11-16 03:16:27,0,37.28,7,Adelaide,57.73,0.0,
ORD-102559,B2B-6492,2026-01-04 12:21:51,2026-01-12 12:21:51,2026-01-09 12:21:51,-3,47.43,3,Brisbane,348.96,0.0,
ORD-102560,B2B-16615,2025-09-02 04:16:56,2025-09-13 04:16:56,2025-09-16 04:16:56,3,62.41,3,Brisbane,353.55,0.0,
ORD-102561,B2B-72219,2026-07-05 05:36:17,2026-07-15 05:36:17,2026-07-12 05:36:17,-3,53.29,7,Brisbane,428.71,0.0,
ORD-102562,B2B-1245,2025-10-28 14:17:10,2025-11-11 14:17:10,2025-11-15 14:17:10,4,77.8,3,Brisbane,612.32,1.0,Late Delivery
ORD-102563,B2B-27599,2026-02-14 18:27:42,2026-02-21 18:27:42,2026-02-22 18:27:42,1,76.78,3,Brisbane,705.12,1.0,Late Delivery
ORD-102564,B2B-17894,2025-12-24 20:09:10,2026-01-02 20:09:10,2026-01-10 20:09:10,8,81.67,7,Perth,412.29,0.0,
ORD-102565,B2B-57426,2026-06-24 14:58:06,2026-07-06 14:58:06,2026-07-02 14:58:06,-4,71.94,7,Melbourne,498.84,0.0,
