Order_ID,Customer_ID,Distance_to_Warehouse_km,Contract_Grace_Period_Days,Lead_Time_Allowed,Is_Weekend_Deadline,Shipping_Cost,Delay_Days,Days_Beyond_Grace,Is_Late_Complaint
ORD-102588,B2B-97179,566.59,3,9,0,84.05,0,0,0
ORD-102589,B2B-54971,147.06,7,13,0,60.83,0,0,0
ORD-102590,B2B-5625,674.77,3,9,0,88.88,-1,0,0
ORD-102591,B2B-34548,666.29,7,8,0,77.85,-1,0,0
ORD-102592,B2B-16506,422.23,3,9,1,55.56,-3,0,0
ORD-102593,B2B-84509,417.09,3,10,0,67.86,2,0,0
ORD-102594,B2B-68212,41.47,3,9,0,49.07,0,0,0
ORD-102595,B2B-67196,206.28,7,11,0,44.86,1,0,0
ORD-102596,B2B-39082,287.99,3,10,0,66.7,0,0,0
ORD-102597,B2B-28699,276.96,7,8,1,78.64,0,0,0
ORD-102598,B2B-11848,509.37,3,9,0,68.78,-3,0,0
ORD-102599,B2B-76315,617.5,3,12,1,80.36,1,0,0
ORD-102600,B2B-52738,826.49,3,7,1,84.95,3,0,1
ORD-102601,B2B-93002,216.77,3,10,0,69.1,0,0,0
ORD-102602,B2B-76411,806.71,3,9,0,88.47,-3,0,0
ORD-102603,B2B-19214,863.96,7,8,0,88.75,5,0,0
ORD-102604,B2B-77562,194.73,7,12,0,69.46,-2,0,0
ORD-102605,B2B-91629,222.93,3,11,0,62.16,0,0,0
ORD-102606,B2B-11521,26.15,3,11,1,41.07,0,0,0
ORD-102607,B2B-82861,269.58,7,12,0,71.49,-1,0,0
ORD-102608,B2B-34949,297.34,3,8,0,76.69,-2,0,0
ORD-102609,B2B-29290,739.67,7,14,1,75.43,0,0,0
ORD-102610,B2B-83562,229.29,7,7,0,58.75,2,0,1
ORD-102611,B2B-6404,732.93,3,8,0,73.66,1,0,0
ORD-102612,B2B-90320,519.08,7,7,1,73.44,-1,0,0
ORD-102613,B2B-5107,521.23,7,12,0,68.71,-3,0,0
ORD-102614,B2B-21723,128.61,7,7,0,49.94,3,0,0
ORD-102615,B2B-33897,555.88,7,9,0,86.6,-2,0,0
ORD-102616,B2B-38398,610.12,3,9,1,81.66,4,1,1
ORD-102617,B2B-79028,466.94,3,14,0,66.55,1,0,0
ORD-102618,B2B-5107,521.23,7,11,1,74.95,-3,0,0
ORD-102619,B2B-92314,119.55,3,7,1,59.93,0,0,0
ORD-102620,B2B-62271,288.22,7,7,0,99.85,-4,0,0
ORD-102621,B2B-88555,560.64,3,14,1,80.99,1,0,0
ORD-102622,B2B-16966,232.76,3,12,1,64.09,-3,0,0
ORD-102623,B2B-12689,125.28,7,7,1,55.66,2,0,0
ORD-102624,B2B-77067,322.91,7,13,0,65.64,0,0,0
ORD-102625,B2B-9376,81.95,3,8,0,42.81,0,0,0
ORD-102626,B2B-54897,287.59,3,7,0,64.03,0,0,0
ORD-102627,B2B-75357,507.79,3,14,1,68.49,-4,0,0
ORD-102628,B2B-70481,569.0,7,11,0,83.57,0,0,0
ORD-102629,B2B-26477,267.63,3,14,0,74.9,-3,0,0
ORD-102630,B2B-5941,491.49,3,13,0,81.26,-2,0,0
ORD-102631,B2B-99480,448.58,3,9,0,78.16,-1,0,0
ORD-102632,B2B-77067,322.91,7,7,0,77.47,-1,0,0
ORD-102633,B2B-72918,181.99,3,13,0,53.66,-3,0,0
ORD-102634,B2B-52738,826.49,3,9,0,92.39,3,0,0
ORD-102635,B2B-70481,569.0,7,10,0,62.97,1,0,0
ORD-102636,B2B-16185,106.42,3,11,0,66.48,2,0,0
ORD-102637,B2B-58497,185.01,3,8,1,62.38,0,0,0
ORD-102638,B2B-84961,445.61,7,10,0,77.65,0,0,0
ORD-102639,B2B-33006,288.71,3,12,0,60.51,4,1,1
ORD-102640,B2B-44050,232.02,3,9,1,41.27,0,0,0
ORD-102641,B2B-49876,216.16,3,12,0,57.84,-1,0,0
ORD-102642,B2B-93833,418.51,3,7,1,33.33,2,0,0
ORD-102643,B2B-33392,172.39,7,9,0,42.07,-2,0,0
ORD-102644,B2B-6304,299.5,3,10,0,60.13,3,0,0
ORD-102645,B2B-75752,434.83,3,13,0,78.32,0,0,0
ORD-102646,B2B-49044,662.08,7,11,0,83.44,4,0,0
ORD-102647,B2B-47208,563.28,3,7,0,66.45,-3,0,0
ORD-102648,B2B-72474,663.97,7,14,0,84.01,2,0,0
ORD-102649,B2B-70994,301.53,7,10,0,76.87,-1,0,0
ORD-102650,B2B-97922,843.37,7,12,0,78.8,4,0,0
ORD-102651,B2B-3443,221.32,3,10,1,73.31,-1,0,0
ORD-102652,B2B-1715,321.45,7,10,0,62.51,-4,0,0
ORD-102653,B2B-97673,665.56,3,14,1,94.02,1,0,1
ORD-102654,B2B-30067,209.94,7,13,0,72.67,0,0,0
ORD-102655,B2B-25910,151.59,3,13,0,58.93,-3,0,0
ORD-102656,B2B-96173,452.85,3,11,0,71.59,-4,0,0
ORD-102657,B2B-6492,348.96,3,7,0,63.94,-1,0,0
ORD-102658,B2B-16506,422.23,3,12,0,53.89,3,0,0
ORD-102659,B2B-5625,674.77,3,13,0,85.21,1,0,0
ORD-102660,B2B-79534,248.84,3,13,0,76.29,-1,0,0
ORD-102661,B2B-2258,331.68,3,9,0,72.74,0,0,0
ORD-102662,B2B-28120,444.72,3,12,1,31.7,4,1,1
ORD-102663,B2B-72214,211.97,3,13,0,52.74,3,0,0
ORD-102664,B2B-54971,147.06,7,13,1,45.51,-1,0,0
ORD-102665,B2B-10589,206.53,7,9,1,80.27,0,0,0
ORD-102666,B2B-77067,322.91,7,12,1,56.16,-2,0,0
ORD-102667,B2B-92368,113.13,3,14,0,70.06,0,0,0
ORD-102668,B2B-24909,303.24,3,12,0,53.65,1,0,0
ORD-102669,B2B-40989,252.61,7,13,0,74.63,0,0,0
ORD-102670,B2B-19402,198.91,7,7,0,55.36,-2,0,0
ORD-102671,B2B-89892,259.72,3,12,0,60.7,2,0,0
ORD-102672,B2B-51091,632.83,3,8,0,80.98,0,0,0
ORD-102673,B2B-98544,332.42,7,14,1,55.47,0,0,0
ORD-102674,B2B-11907,272.23,7,7,0,79.71,0,0,0
ORD-102675,B2B-99501,643.12,3,10,0,80.78,2,0,0
ORD-102676,B2B-37533,626.0,3,14,0,84.77,2,0,0
ORD-102677,B2B-8713,254.25,3,12,0,47.47,3,0,0
ORD-102678,B2B-36206,423.79,3,10,1,66.61,-5,0,0
ORD-102679,B2B-70116,289.27,7,14,0,77.21,0,0,0
ORD-102680,B2B-41329,225.17,7,12,1,58.43,0,0,0
ORD-102681,B2B-56377,536.78,3,8,1,76.38,0,0,0
ORD-102682,B2B-53943,648.98,3,7,0,64.02,3,0,0
ORD-102683,B2B-85628,299.31,7,14,1,66.26,1,0,0
ORD-102684,B2B-99105,503.69,3,9,0,65.94,-3,0,0
ORD-102685,B2B-5218,370.92,3,13,0,75.07,1,0,0
ORD-102686,B2B-54672,550.57,3,12,0,80.22,3,0,0
ORD-102687,B2B-31915,291.96,7,9,0,59.12,0,0,0
ORD-102688,B2B-38648,104.04,3,14,0,39.9,2,0,0
ORD-102689,B2B-69495,147.01,3,14,0,52.69,-1,0,0
ORD-102690,B2B-4727,619.93,7,13,0,81.19,-4,0,0
ORD-102691,B2B-9376,81.95,3,9,1,53.53,-1,0,0
ORD-102692,B2B-75641,39.25,3,7,1,38.84,2,0,0
ORD-102693,B2B-81641,298.87,3,11,0,68.76,3,0,0
ORD-102694,B2B-54672,550.57,3,10,0,65.4,-1,0,0
ORD-102695,B2B-80015,168.28,3,9,0,58.3,-1,0,0
ORD-102696,B2B-824,210.68,7,13,0,50.62,1,0,0
ORD-102697,B2B-43323,593.06,7,8,0,77.85,0,0,0
ORD-102698,B2B-96058,216.57,7,10,0,57.41,0,0,0
ORD-102699,B2B-69860,629.23,3,14,0,74.18,-3,0,0
ORD-102700,B2B-71321,460.1,7,13,0,61.84,0,0,0
ORD-102701,B2B-10240,327.65,7,10,0,59.74,1,0,1
ORD-102702,B2B-43536,599.85,3,9,1,92.74,1,0,1
ORD-102703,B2B-19595,342.82,7,12,0,56.17,0,0,0
ORD-102704,B2B-10603,792.16,3,11,0,92.46,2,0,0
ORD-102705,B2B-45330,371.39,3,10,0,64.94,1,0,0
ORD-102706,B2B-75641,39.25,3,14,1,59.63,0,0,0
ORD-102707,B2B-52943,856.21,7,9,1,100.91,-4,0,0
ORD-102708,B2B-71281,295.12,3,7,0,70.86,1,0,0
ORD-102709,B2B-16719,326.27,7,11,0,62.04,4,0,0
ORD-102710,B2B-38826,536.49,7,13,0,74.34,-1,0,0
ORD-102711,B2B-6646,81.69,7,7,0,54.41,-1,0,0
ORD-102712,B2B-83863,224.08,3,11,1,70.33,1,0,0
ORD-102713,B2B-89458,169.02,7,14,0,68.36,2,0,0
ORD-102714,B2B-19402,198.91,7,13,0,66.01,0,0,0
ORD-102715,B2B-10100,132.58,3,13,0,45.74,0,0,0
ORD-102716,B2B-14370,314.39,7,12,0,75.81,2,0,0
ORD-102717,B2B-3029,244.75,3,14,1,71.1,2,0,0
ORD-102718,B2B-41230,106.34,3,14,0,40.77,0,0,0
ORD-102719,B2B-24909,303.24,3,7,1,73.92,3,0,0
ORD-102720,B2B-16829,128.6,3,9,1,53.38,3,0,0
ORD-102721,B2B-47096,91.69,3,8,0,64.16,-1,0,0
ORD-102722,B2B-13933,265.59,3,13,0,66.31,1,0,1
ORD-102723,B2B-5963,539.47,3,13,0,77.97,-2,0,0
ORD-102724,B2B-70880,644.27,3,9,1,75.88,0,0,0
ORD-102725,B2B-40178,294.57,3,11,0,68.35,-3,0,0
ORD-102726,B2B-99069,505.28,3,14,1,72.99,1,0,0
ORD-102727,B2B-29564,179.99,3,9,1,55.9,3,0,1
ORD-102728,B2B-68926,258.66,3,11,1,50.23,-1,0,0
ORD-102729,B2B-86845,198.3,3,12,0,57.79,3,0,0
ORD-102730,B2B-68135,706.94,7,8,0,93.62,0,0,0
ORD-102731,B2B-93002,216.77,3,13,1,65.29,3,0,1
ORD-102732,B2B-83562,229.29,7,11,0,63.71,2,0,0
ORD-102733,B2B-18191,239.43,3,7,1,58.65,1,0,0
ORD-102734,B2B-91425,396.55,3,11,0,85.28,1,0,0
ORD-102735,B2B-35806,167.05,3,14,1,63.18,-4,0,0
ORD-102736,B2B-21097,138.29,3,12,0,58.77,0,0,0
ORD-102737,B2B-62271,288.22,7,8,0,67.5,0,0,0
ORD-102738,B2B-30729,556.38,3,14,1,76.12,0,0,0
ORD-102739,B2B-48337,217.85,3,8,1,62.29,0,0,0
ORD-102740,B2B-39734,599.79,3,8,0,84.28,3,0,0
ORD-102741,B2B-5218,370.92,3,9,1,81.9,0,0,0
ORD-102742,B2B-41024,433.53,3,8,1,83.31,0,0,0
ORD-102743,B2B-58412,543.27,7,10,0,80.47,-1,0,0
ORD-102744,B2B-18221,348.44,3,10,1,49.62,1,0,0
ORD-102745,B2B-96058,216.57,7,9,1,62.4,0,0,0
ORD-102746,B2B-73101,574.65,3,7,0,78.63,-5,0,0
ORD-102747,B2B-6754,533.44,3,11,0,80.34,-1,0,0
ORD-102748,B2B-7824,603.55,3,9,1,73.28,5,2,1
ORD-102749,B2B-15993,270.48,3,9,0,78.67,0,0,0
ORD-102750,B2B-28602,223.1,3,14,0,65.63,-2,0,0
ORD-102751,B2B-80380,545.83,3,12,0,72.54,2,0,0
ORD-102752,B2B-90351,64.85,7,12,0,51.19,0,0,0
ORD-102753,B2B-33680,278.55,3,12,0,59.99,1,0,0
ORD-102754,B2B-65084,218.58,7,12,0,56.92,0,0,0
ORD-102755,B2B-41910,191.25,3,8,0,77.62,1,0,0
ORD-102756,B2B-15887,234.39,7,13,0,51.53,-4,0,0
ORD-102757,B2B-21647,378.29,3,10,0,70.56,5,2,1
ORD-102758,B2B-57541,338.12,3,12,0,71.17,0,0,0
ORD-102759,B2B-20421,718.6,3,7,0,77.59,3,0,1
ORD-102760,B2B-62843,82.28,7,13,0,50.13,-1,0,0
ORD-102761,B2B-42643,334.58,3,8,1,75.9,0,0,0
ORD-102762,B2B-73752,578.14,7,10,0,92.73,-1,0,0
ORD-102763,B2B-70283,878.87,3,9,1,93.24,0,0,0
ORD-102764,B2B-81277,659.12,3,10,0,84.67,1,0,0
ORD-102765,B2B-6337,362.09,7,13,1,55.79,4,0,0
ORD-102766,B2B-97179,566.59,3,8,1,67.06,2,0,0
ORD-102767,B2B-12409,200.39,7,13,0,56.1,2,0,0
ORD-102768,B2B-38648,104.04,3,10,1,54.42,0,0,0
ORD-102769,B2B-92314,119.55,3,11,0,66.6,1,0,1
ORD-102770,B2B-53585,277.3,7,14,0,54.75,0,0,0
ORD-102771,B2B-93157,103.37,3,11,0,54.46,1,0,0
ORD-102772,B2B-89892,259.72,3,11,0,62.45,0,0,0
ORD-102773,B2B-20143,477.8,3,11,0,78.8,2,0,0
ORD-102774,B2B-88555,560.64,3,11,1,77.2,0,0,0
ORD-102775,B2B-35757,153.49,3,14,1,60.66,0,0,0
ORD-102776,B2B-12172,499.33,7,7,1,75.98,3,0,0
ORD-102777,B2B-97825,371.6,3,11,0,70.92,0,0,0
ORD-102778,B2B-17175,699.29,3,7,0,86.26,4,1,1
ORD-102779,B2B-54070,415.03,3,9,0,67.54,1,0,0
ORD-102780,B2B-8713,254.25,3,9,0,54.43,-1,0,0
ORD-102781,B2B-1245,612.32,3,8,1,86.66,0,0,0
ORD-102782,B2B-10603,792.16,3,8,0,95.47,3,0,1
ORD-102783,B2B-88226,836.71,3,9,0,93.1,7,4,1
ORD-102784,B2B-6646,81.69,7,14,1,44.74,3,0,1
ORD-102785,B2B-62940,79.42,3,13,0,52.47,0,0,0
ORD-102786,B2B-699,312.08,3,9,0,72.29,-1,0,0
ORD-102787,B2B-65412,368.85,3,8,1,89.58,-1,0,0
ORD-102788,B2B-72474,663.97,7,9,1,80.23,0,0,0
ORD-102789,B2B-55207,245.68,3,10,1,59.71,0,0,0
ORD-102790,B2B-89899,618.63,3,8,0,81.48,3,0,0
ORD-102791,B2B-71281,295.12,3,7,0,67.33,-5,0,0
ORD-102792,B2B-52943,856.21,7,7,0,96.45,-3,0,0
ORD-102793,B2B-42372,306.08,3,8,0,62.76,0,0,0
ORD-102794,B2B-33181,257.39,3,8,0,79.52,-1,0,0
ORD-102795,B2B-93117,583.68,3,12,0,79.89,1,0,1
ORD-102796,B2B-61154,527.14,3,13,0,71.49,-3,0,0
ORD-102797,B2B-14205,93.91,7,9,0,58.58,0,0,0
ORD-102798,B2B-760,248.77,3,8,0,55.89,4,1,1
ORD-102799,B2B-77661,852.66,3,8,1,114.05,4,1,1
ORD-102800,B2B-50778,488.85,3,8,0,68.97,1,0,0
ORD-102801,B2B-58025,333.8,3,9,0,59.26,0,0,0
ORD-102802,B2B-97179,566.59,3,12,1,91.7,2,0,0
ORD-102803,B2B-31915,291.96,7,11,0,56.11,3,0,0
ORD-102804,B2B-86465,662.66,7,9,0,70.63,-2,0,0
ORD-102805,B2B-16615,353.55,3,10,1,63.33,0,0,0
ORD-102806,B2B-83562,229.29,7,10,1,54.84,4,0,0
ORD-102807,B2B-9412,353.19,3,10,1,79.17,0,0,0
ORD-102808,B2B-74340,697.85,7,7,0,88.59,1,0,0
ORD-102809,B2B-46368,226.22,7,7,0,49.2,-1,0,0
ORD-102810,B2B-72466,270.49,3,9,1,60.87,3,0,1
ORD-102811,B2B-81896,219.03,3,12,0,55.45,2,0,1
ORD-102812,B2B-83901,378.74,3,9,0,48.1,0,0,0
ORD-102813,B2B-99069,505.28,3,12,1,92.64,5,2,1
ORD-102814,B2B-72765,873.91,3,14,1,105.75,2,0,0
ORD-102815,B2B-58497,185.01,3,8,0,56.09,1,0,0
ORD-102816,B2B-3615,392.89,3,9,0,81.89,1,0,0
ORD-102817,B2B-83416,207.08,3,11,0,82.64,-2,0,0
ORD-102818,B2B-52106,665.15,3,11,0,68.9,0,0,0
ORD-102819,B2B-5208,483.35,3,8,0,85.18,2,0,0
ORD-102820,B2B-10435,145.35,3,11,0,63.52,-1,0,0
ORD-102821,B2B-26477,267.63,3,13,0,64.42,3,0,1
ORD-102822,B2B-84982,168.92,3,8,0,73.7,-3,0,0
ORD-102823,B2B-90320,519.08,7,9,0,69.73,2,0,0
ORD-102824,B2B-99501,643.12,3,11,0,78.05,-4,0,0
ORD-102825,B2B-34252,310.33,3,12,0,59.49,0,0,0
ORD-102826,B2B-93117,583.68,3,14,1,83.25,0,0,0
ORD-102827,B2B-6337,362.09,7,9,0,43.6,1,0,0
ORD-102828,B2B-19595,342.82,7,14,0,68.96,3,0,0
ORD-102829,B2B-32334,496.63,3,9,0,95.22,-2,0,0
ORD-102830,B2B-12689,125.28,7,9,0,62.68,0,0,0
ORD-102831,B2B-79028,466.94,3,10,1,65.7,-1,0,0
ORD-102832,B2B-12172,499.33,7,7,0,74.58,2,0,0
ORD-102833,B2B-41329,225.17,7,14,0,61.36,-2,0,0
ORD-102834,B2B-99045,685.6,3,10,0,87.49,1,0,0
ORD-102835,B2B-93779,182.39,3,13,1,44.94,1,0,1
ORD-102836,B2B-31915,291.96,7,9,0,75.96,0,0,0
ORD-102837,B2B-13926,662.59,3,8,1,88.91,-4,0,0
ORD-102838,B2B-85628,299.31,7,7,0,64.19,-1,0,0
ORD-102839,B2B-88506,379.24,3,9,0,46.35,-1,0,0
ORD-102840,B2B-30192,660.18,7,7,1,78.45,2,0,0
ORD-102841,B2B-24203,156.46,3,10,0,52.55,-1,0,0
ORD-102842,B2B-82260,634.11,7,12,1,95.87,5,0,0
ORD-102843,B2B-90351,64.85,7,7,0,57.16,-1,0,0
ORD-102844,B2B-75299,418.34,3,13,1,71.13,-1,0,0
ORD-102845,B2B-3443,221.32,3,7,0,67.17,-2,0,0
ORD-102846,B2B-51284,206.47,3,11,0,42.14,1,0,0
ORD-102847,B2B-56126,432.51,3,13,0,78.38,-2,0,0
ORD-102848,B2B-89921,329.39,7,13,0,82.89,0,0,0
ORD-102849,B2B-44951,832.42,3,7,0,86.31,2,0,1
ORD-102850,B2B-55636,103.07,7,14,1,57.71,-2,0,0
ORD-102851,B2B-83416,207.08,3,11,0,72.13,1,0,0
ORD-102852,B2B-93117,583.68,3,13,1,85.32,-2,0,0
ORD-102853,B2B-42372,306.08,3,10,1,51.88,1,0,0
ORD-102854,B2B-72219,428.71,7,7,0,56.14,-2,0,0
ORD-102855,B2B-24909,303.24,3,9,1,52.06,4,1,1
ORD-102856,B2B-71568,305.9,3,8,0,84.33,0,0,0
ORD-102857,B2B-53868,40.78,3,9,0,41.02,-2,0,0
ORD-102858,B2B-76315,617.5,3,9,0,80.69,1,0,0
ORD-102859,B2B-3380,113.43,3,10,0,37.65,-1,0,0
ORD-102860,B2B-76983,167.27,7,11,0,36.19,-1,0,0
ORD-102861,B2B-69737,298.94,7,9,0,41.91,-1,0,0
ORD-102862,B2B-41777,60.38,7,13,0,54.95,-1,0,0
ORD-102863,B2B-75594,237.46,3,12,0,68.55,4,1,1
ORD-102864,B2B-91091,651.18,3,11,1,73.21,2,0,1
ORD-102865,B2B-8713,254.25,3,13,1,54.82,4,1,1
ORD-102866,B2B-67047,131.63,3,13,1,58.18,0,0,0
ORD-102867,B2B-49044,662.08,7,9,1,77.53,1,0,0
ORD-102868,B2B-41178,124.26,3,10,0,41.12,0,0,0
ORD-102869,B2B-69495,147.01,3,13,0,56.58,-5,0,0
ORD-102870,B2B-5963,539.47,3,14,0,91.64,0,0,0
ORD-102871,B2B-28259,266.36,3,12,0,58.99,-3,0,0
ORD-102872,B2B-62843,82.28,7,13,0,45.89,0,0,0
ORD-102873,B2B-70481,569.0,7,14,0,91.33,0,0,0
ORD-102874,B2B-40085,297.66,3,14,0,70.85,0,0,0
ORD-102875,B2B-99480,448.58,3,14,0,80.18,1,0,0
ORD-102876,B2B-51284,206.47,3,14,0,56.33,0,0,0
ORD-102877,B2B-44861,329.47,3,14,0,66.15,0,0,0
ORD-102878,B2B-99085,721.6,7,10,0,93.6,1,0,0
ORD-102879,B2B-44951,832.42,3,8,1,95.43,0,0,0
ORD-102880,B2B-73101,574.65,3,11,0,84.35,4,1,1
ORD-102881,B2B-11435,298.71,7,13,0,48.13,0,0,0
ORD-102882,B2B-70994,301.53,7,9,0,74.93,-3,0,0
ORD-102883,B2B-40012,70.68,7,10,0,48.54,0,0,0
ORD-102884,B2B-55267,417.67,3,11,1,74.49,-1,0,0
ORD-102885,B2B-28375,465.41,3,10,1,77.97,-3,0,0
ORD-102886,B2B-16876,560.95,3,13,0,74.33,-2,0,0
ORD-102887,B2B-19407,308.14,3,9,0,72.85,1,0,0
ORD-102888,B2B-34427,212.11,3,11,1,64.85,4,1,1
ORD-102889,B2B-99045,685.6,3,7,1,92.86,-2,0,0
ORD-102890,B2B-36206,423.79,3,7,0,51.88,5,2,0
ORD-102891,B2B-17434,572.59,3,8,0,87.83,1,0,0
ORD-102892,B2B-86845,198.3,3,8,0,53.09,0,0,0
ORD-102893,B2B-62271,288.22,7,13,0,49.93,-2,0,0
ORD-102894,B2B-6337,362.09,7,14,1,64.23,-1,0,0
ORD-102895,B2B-33680,278.55,3,13,1,53.31,1,0,0
ORD-102896,B2B-69672,117.85,7,8,0,58.79,2,0,0
ORD-102897,B2B-3029,244.75,3,13,0,38.62,-2,0,0
ORD-102898,B2B-45936,315.79,3,13,1,53.96,6,3,1
ORD-102899,B2B-34548,666.29,7,14,0,91.75,-5,0,0
ORD-102900,B2B-86006,700.53,3,13,0,88.91,2,0,0
ORD-102901,B2B-83884,339.04,7,13,1,73.11,3,0,1
ORD-102902,B2B-86845,198.3,3,12,0,70.69,-3,0,0
ORD-102903,B2B-21723,128.61,7,10,0,72.31,0,0,0
ORD-102904,B2B-80168,467.72,3,9,1,70.04,1,0,0
ORD-102905,B2B-24203,156.46,3,9,0,68.22,-4,0,0
ORD-102906,B2B-88968,928.28,7,13,0,89.61,0,0,0
ORD-102907,B2B-64472,409.98,3,8,0,55.76,-3,0,0
ORD-102908,B2B-65614,319.56,3,10,0,65.59,0,0,0
ORD-102909,B2B-64224,300.91,3,13,1,65.29,3,0,0
ORD-102910,B2B-82861,269.58,7,11,0,43.2,0,0,0
ORD-102911,B2B-2979,367.89,3,8,0,60.6,0,0,0
ORD-102912,B2B-9933,318.11,7,8,0,51.31,2,0,0
ORD-102913,B2B-60586,738.48,3,10,0,87.91,6,3,1
ORD-102914,B2B-35219,290.88,3,13,0,52.17,2,0,0
ORD-102915,B2B-40535,625.16,3,12,0,79.16,-3,0,0
ORD-102916,B2B-50778,488.85,3,9,0,61.39,-3,0,0
ORD-102917,B2B-16020,32.56,3,7,0,37.76,-1,0,0
ORD-102918,B2B-69254,391.86,7,12,0,78.71,1,0,0
ORD-102919,B2B-63735,225.01,3,12,1,40.54,0,0,0
ORD-102920,B2B-469,568.96,7,11,0,76.21,1,0,0
ORD-102921,B2B-58412,543.27,7,13,0,65.66,-1,0,0
ORD-102922,B2B-11435,298.71,7,7,0,46.07,2,0,0
ORD-102923,B2B-79642,606.95,3,11,1,76.12,-2,0,0
ORD-102924,B2B-84509,417.09,3,13,1,78.38,1,0,0
ORD-102925,B2B-24194,142.61,7,14,0,40.43,-1,0,0
ORD-102926,B2B-9272,404.59,3,11,0,51.1,0,0,0
ORD-102927,B2B-20315,92.54,3,10,1,70.44,-1,0,0
ORD-102928,B2B-14161,220.42,3,9,0,46.84,2,0,0
ORD-102929,B2B-16020,32.56,3,7,0,61.24,-1,0,0
ORD-102930,B2B-4182,385.92,3,8,0,51.66,-2,0,0
ORD-102931,B2B-99085,721.6,7,9,0,97.21,2,0,1
ORD-102932,B2B-99646,86.76,7,8,0,51.42,1,0,0
ORD-102933,B2B-5963,539.47,3,12,0,97.07,2,0,0
ORD-102934,B2B-41706,65.65,7,14,0,33.57,0,0,0
ORD-102935,B2B-13496,404.5,3,7,0,67.68,-1,0,0
ORD-102936,B2B-45330,371.39,3,8,0,71.22,0,0,0
ORD-102937,B2B-28375,465.41,3,12,1,64.81,-1,0,0
ORD-102938,B2B-71874,624.67,3,12,0,84.81,2,0,0
ORD-102939,B2B-15987,646.88,3,13,0,63.23,-2,0,0
ORD-102940,B2B-76481,188.56,3,7,1,41.74,0,0,0
ORD-102941,B2B-69665,585.98,3,13,0,90.57,2,0,0
ORD-102942,B2B-15429,682.84,3,14,1,96.64,-4,0,0
ORD-102943,B2B-30729,556.38,3,8,0,54.61,2,0,0
ORD-102944,B2B-4952,366.81,3,7,0,65.15,0,0,0
ORD-102945,B2B-4919,100.95,3,14,0,65.33,1,0,0
ORD-102946,B2B-33181,257.39,3,11,1,63.75,3,0,1
ORD-102947,B2B-26239,453.36,3,13,0,79.12,1,0,1
ORD-102948,B2B-74695,672.08,3,7,0,75.76,-2,0,0
ORD-102949,B2B-41761,248.81,3,12,1,70.58,0,0,0
ORD-102950,B2B-81420,147.06,3,9,0,57.25,0,0,0
ORD-102951,B2B-68087,89.38,7,10,1,57.55,3,0,0
ORD-102952,B2B-76456,487.84,3,8,0,80.43,2,0,0
ORD-102953,B2B-20143,477.8,3,11,0,88.76,-1,0,0
ORD-102954,B2B-40535,625.16,3,10,0,63.66,-2,0,0
ORD-102955,B2B-15887,234.39,7,8,0,51.86,1,0,0
ORD-102956,B2B-74684,548.73,3,8,0,73.51,-2,0,0
ORD-102957,B2B-86465,662.66,7,7,0,83.48,-4,0,0
ORD-102958,B2B-51530,257.73,3,9,0,66.64,1,0,1
ORD-102959,B2B-14570,633.84,3,14,0,82.31,2,0,0
ORD-102960,B2B-39956,298.72,3,11,0,66.0,0,0,0
ORD-102961,B2B-2402,399.68,3,7,1,56.55,1,0,0
ORD-102962,B2B-824,210.68,7,12,1,57.29,2,0,0
ORD-102963,B2B-65614,319.56,3,10,0,70.64,-1,0,0
ORD-102964,B2B-54346,648.51,7,11,0,76.61,0,0,0
ORD-102965,B2B-17750,179.54,3,14,0,57.48,2,0,1
ORD-102966,B2B-27189,532.44,3,13,0,72.83,3,0,0
ORD-102967,B2B-88968,928.28,7,12,1,103.3,-1,0,0
ORD-102968,B2B-96332,296.44,3,9,0,70.36,4,1,1
ORD-102969,B2B-41342,247.72,3,7,1,58.25,-1,0,0
ORD-102970,B2B-72466,270.49,3,8,0,54.37,2,0,0
ORD-102971,B2B-40989,252.61,7,9,0,56.55,1,0,0
ORD-102972,B2B-55207,245.68,3,8,0,61.95,-1,0,0
ORD-102973,B2B-26477,267.63,3,12,0,54.84,-3,0,0
ORD-102974,B2B-90320,519.08,7,8,1,74.61,-1,0,0
ORD-102975,B2B-93157,103.37,3,7,0,55.68,-1,0,0
ORD-102976,B2B-21199,136.6,3,7,1,60.78,-2,0,0
ORD-102977,B2B-88226,836.71,3,14,1,86.73,0,0,0
ORD-102978,B2B-52738,826.49,3,9,0,87.36,0,0,0
ORD-102979,B2B-57541,338.12,3,8,1,53.66,0,0,0
ORD-102980,B2B-49044,662.08,7,14,0,83.38,0,0,0
ORD-102981,B2B-40178,294.57,3,10,1,69.58,4,1,1
ORD-102982,B2B-68926,258.66,3,9,0,58.39,0,0,0
ORD-102983,B2B-18221,348.44,3,8,1,46.08,2,0,0
ORD-102984,B2B-80168,467.72,3,14,0,67.0,0,0,0
ORD-102985,B2B-21700,314.43,3,7,0,64.96,0,0,0
ORD-102986,B2B-38826,536.49,7,10,0,85.3,2,0,0
ORD-102987,B2B-41342,247.72,3,7,0,74.51,3,0,1
ORD-102988,B2B-75752,434.83,3,14,0,74.07,-5,0,0
ORD-102989,B2B-87928,293.15,3,9,0,46.23,1,0,0
ORD-102990,B2B-1530,38.68,3,10,0,41.0,-1,0,0
ORD-102991,B2B-96173,452.85,3,8,0,84.9,1,0,0
ORD-102992,B2B-40839,148.87,3,11,0,67.87,0,0,0
